nasabah_id,nik_terenkripsi,tanggal_lahir,jenis_kelamin,jenis_usaha,pendapatan_bulanan,lama_usaha_tahun,kota,provinsi
NS000270,NIK0000270,1977-04-19,P,Bengkel,3250000.0,10.0,Makassar,Sulawesi Selatan
NS000271,NIK0000271,1967-10-21,P,Pedagang Pasar,12280000.0,16.0,Magelang,Jawa Tengah
NS000272,NIK0000272,1973-07-05,P,Bengkel,5790000.0,17.0,Kudus,Jawa Tengah
NS000273,NIK0000273,1991-02-07,L,Pertanian,4240000.0,6.0,  Magelang,Jawa Tengah
NS000274,NIK0000274,1988-11-11,P,Kuliner,5260000.0,8.0,Medan,Sumatera Utara
NS000275,NIK0000275,1974-01-21,P,Salon,2080000.0,12.0,Bogor,Jawa Barat
NS000276,NIK0000276,1982-01-18,P,Tidak Diketahui,5240000.0,13.0,Gresik,Jawa Timur
NS000277,NIK0000277,1970-08-26,L,Pedagang Pasar,5870000.0,13.0,Semarang,Jawa Tengah
NS000278,NIK0000278,1992-02-16,P,Kuliner,10550000.0,9.0,Malang,Jawa Timur
NS000279,NIK0000279,1980-07-29,L,Warung Kelontong,3890000.0,13.0,Semarang,Jawa Tengah
NS000280,NIK0000280,1984-08-30,P,Pedagang Pasar,4580000.0,13.0,Surabaya,Jawa Timur
NS000281,NIK0000281,1996-01-02,L,Kerajinan,5280000.0,17.0,Denpasar,Bali
NS000282,NIK0000282,1988-04-02,L,Perikanan,,5.0,Bandung,Jawa Barat
NS000283,NIK0000283,2001-03-21,L,Jasa Jahit,4160000.0,15.0,Sidoarjo,Jawa Timur
NS000284,NIK0000284,1972-05-05,L,Toko Bangunan,,17.0,BOGOR,Jawa Barat
NS000285,NIK0000285,1980-11-13,P,Peternakan,2940000.0,6.0,Solo,Jawa Tengah
NS000286,NIK0000286,1990-08-07,L,Laundry,3250000.0,19.0,Solo,Jawa Tengah
NS000287,NIK0000287,1981-10-11,L,Salon,5110000.0,20.0,GRESIK,Jawa Timur
NS000288,NIK0000288,1978-01-09,P,Pertanian,5300000.0,4.0,Cirebon,Jawa Barat
NS000289,NIK0000289,1960-09-11,P,Jasa Jahit,3170000.0,5.0,Surabaya,Jawa Timur
NS000290,NIK0000290,1977-12-17,P,Kuliner,7520000.0,17.0,Kediri,Jawa Timur
NS000291,NIK0000291,1979-01-23,P,Pertanian,3950000.0,3.0,Bogor,Jawa Barat
NS000292,NIK0000292,1989-06-27,L,Laundry,2430000.0,8.0,Malang,Jawa Timur
NS000293,NIK0000293,2001-06-04,L,Kuliner,3350000.0,4.0,Cirebon,Jawa Barat
NS000294,NIK0000294,1989-03-31,P,Bengkel,2420000.0,11.0,Bekasi,Jawa Barat
NS000295,NIK0000295,1978-10-13,P,Warung Kelontong,10370000.0,9.0,Medan,Sumatera Utara
NS000296,NIK0000296,1987-10-15,P,Pertanian,3110000.0,2.0,Surabaya,Jawa Timur
NS000297,NIK0000297,1979-05-20,P,Pertanian,3680000.0,6.0,Bandung,Jawa Barat
NS000298,NIK0000298,1970-01-04,L,Toko Bangunan,8650000.0,10.0,Solo,Jawa Tengah
NS000299,NIK0000299,1994-06-24,L,Pedagang Pasar,3800000.0,7.0,Kediri,Jawa Timur
NS000300,NIK0000300,1982-02-25,L,Kuliner,,18.0,Jember,Jawa Timur
NS000301,NIK0000301,1980-12-28,L,Kerajinan,,4.0,Cirebon,Jawa Barat
NS000302,NIK0000302,1991-04-22,L,Laundry,3200000.0,19.0,Bogor,Jawa Barat
NS000303,NIK0000303,1995-07-09,P,Peternakan,4470000.0,6.0,Singaraja,Bali
NS000304,NIK0000304,1960-05-14,L,Laundry,1730000.0,7.0,Bandung,Jawa Barat
NS000305,NIK0000305,1992-12-08,P,Warung Kelontong,9640000.0,21.0,Denpasar ,Bali
NS000306,NIK0000306,1962-07-08,P,Pedagang Pasar,2690000.0,11.0,Bogor,Jawa Barat
NS000307,NIK0000307,1982-10-26,P,Pedagang Pasar,5880000.0,10.0,Makassar,Sulawesi Selatan
NS000308,NIK0000308,1965-04-17,L,Kuliner,8040000.0,2.0,Solo,Jawa Tengah
NS000309,NIK0000309,1994-01-24,P,Kerajinan,3689500.0,9.0,Kediri,Jawa Timur
NS000310,NIK0000310,1976-08-09,L,Peternakan,5980000.0,14.0,Malang,Jawa Timur
NS000311,NIK0000311,1984-04-01,L,Salon,5370000.0,16.0,Malang,Jawa Timur
NS000312,NIK0000312,1994-08-01,L,Salon,1600000.0,2.0,makassar,Sulawesi Selatan
NS000313,NIK0000313,1981-03-18,P,Jasa Jahit,3000000.0,21.0,Sidoarjo,Jawa Timur
NS000314,NIK0000314,1967-07-25,P,Jasa Jahit,6890000.0,15.0,Kediri,Jawa Timur
NS000315,NIK0000315,1992-03-19,L,Bengkel,7450000.0,4.0,Magelang,Jawa Tengah
NS000316,NIK0000316,1968-11-19,P,Peternakan,2330000.0,7.0,Magelang,Jawa Tengah
NS000317,NIK0000317,2000-12-23,P,Laundry,10390000.0,11.0,Denpasar,Bali
NS000318,NIK0000318,1963-09-18,L,Pertanian,2430000.0,8.0,Malang,Jawa Timur
NS000319,NIK0000319,1981-10-13,L,Pertanian,4490000.0,4.0,Kudus,Jawa Tengah
NS000320,NIK0000320,1988-02-05,P,Pertanian,3880000.0,7.0,Bekasi,Jawa Barat
NS000321,NIK0000321,1964-07-28,P,Kerajinan,2720000.0,2.0,Bandung,Jawa Barat
NS000322,NIK0000322,1986-12-19,L,Jasa Jahit,10400000.0,13.0,  Gresik,Jawa Timur
NS000323,NIK0000323,1994-02-11,L,Kerajinan,10030000.0,21.0,Sidoarjo,Jawa Timur
NS000324,NIK0000324,1962-07-08,P,Perikanan,9530000.0,1.0,Surabaya,Jawa Timur
NS000325,NIK0000325,1969-04-01,P,Laundry,,17.0,Denpasar,Bali
NS000326,NIK0000326,1988-06-06,L,Jasa Jahit,3930000.0,19.0,Semarang,Jawa Tengah
NS000327,NIK0000327,1999-03-13,L,Perikanan,1550000.0,19.0,Malang,Jawa Timur
NS000328,NIK0000328,1993-06-01,P,Jasa Jahit,,2.0,Surabaya,Jawa Timur
NS000329,NIK0000329,2002-06-08,L,Jasa Jahit,4300000.0,9.0,Pematangsiantar,Sumatera Utara
NS000330,NIK0000330,1971-07-17,P,Warung Kelontong,,20.0,Jember,Jawa Timur
NS000331,NIK0000331,2002-06-06,P,Salon,,15.0,Medan,Sumatera Utara
NS000332,NIK0000332,1988-06-06,P,Bengkel,5500000.0,11.0,Makassar,Sulawesi Selatan
NS000333,NIK0000333,1974-04-22,L,Toko Bangunan,4640000.0,3.0,Cirebon,Jawa Barat
NS000334,NIK0000334,1965-12-29,P,Jasa Jahit,3530000.0,8.0,SBY,Jawa Timur
NS000335,NIK0000335,1979-06-25,L,Salon,6309750.0,5.0,Solo,Jawa Tengah
NS000336,NIK0000336,1977-03-25,P,Warung Kelontong,1850000.0,4.0,Medan,Sumatera Utara
NS000337,NIK0000337,1994-08-15,L,Jasa Jahit,4270000.0,1.0,Kudus,Jawa Tengah
NS000338,NIK0000338,1994-10-13,P,Jasa Jahit,6800000.0,17.0,Makassar,Sulawesi Selatan
NS000339,NIK0000339,2001-03-16,L,Peternakan,3820000.0,18.0,Kediri,Jawa Timur
NS000340,NIK0000340,1971-04-16,L,Tidak Diketahui,6760000.0,9.0,makassar,Sulawesi Selatan
NS000341,NIK0000341,2001-12-21,P,Laundry,5830000.0,4.0,Sidoarjo,Jawa Timur
NS000342,NIK0000342,1982-11-05,P,Laundry,2310000.0,16.0,Makassar,Sulawesi Selatan
NS000343,NIK0000343,1963-11-10,P,Tidak Diketahui,2210000.0,12.0,medan,Sumatera Utara
NS000344,NIK0000344,1969-07-13,L,Bengkel,2610000.0,4.0,Solo,Jawa Tengah
NS000345,NIK0000345,1961-11-25,P,Kerajinan,,14.0,Denpasar,Bali
NS000346,NIK0000346,1964-08-30,P,Tidak Diketahui,4770000.0,17.0,Makassar,Sulawesi Selatan
NS000347,NIK0000347,1977-11-01,P,Perikanan,5430000.0,3.0,Semarang,Jawa Tengah
NS000348,NIK0000348,1997-03-26,P,Kerajinan,5710000.0,5.0,Bandung,Jawa Barat
NS000349,NIK0000349,1960-12-22,P,Bengkel,10920000.0,10.0,Surabaya,Jawa Timur
NS000350,NIK0000350,1996-01-12,L,Kerajinan,9450000.0,12.0,Magelang,Jawa Tengah
NS000351,NIK0000351,1960-06-01,P,Toko Bangunan,15270000.0,16.0,Denpasar ,Bali
NS000352,NIK0000352,1964-04-07,L,Toko Bangunan,6440000.0,10.0,Medan,Sumatera Utara
NS000353,NIK0000353,1962-07-12,P,Tidak Diketahui,3680000.0,1.0,Parepare,Sulawesi Selatan
NS000354,NIK0000354,1992-06-18,L,Toko Bangunan,4140000.0,9.0,Gresik,Jawa Timur
NS000355,NIK0000355,2003-05-14,P,LAINNYA,7340000.0,10.0,kudus,Jawa Tengah
NS000356,NIK0000356,1972-09-30,L,Tidak Diketahui,,9.0,Singaraja,Bali
NS000357,NIK0000357,1984-10-09,P,Bengkel,2050000.0,9.0,Bogor,Jawa Barat
NS000358,NIK0000358,1993-12-13,L,Perikanan,3140000.0,17.0,Pematangsiantar,Sumatera Utara
NS000359,NIK0000359,1995-10-08,L,Perikanan,7090000.0,7.0,Medan ,Sumatera Utara
NS000360,NIK0000360,1960-12-05,L,Salon,,5.0,Magelang,Jawa Tengah
NS000361,NIK0000361,2000-08-15,L,Pertanian,6320000.0,9.0,Kudus,Jawa Tengah
NS000362,NIK0000362,1999-06-20,P,Peternakan,4380000.0,10.0,Singaraja,Bali
NS000363,NIK0000363,1960-08-31,P,Salon,1690000.0,4.0,Parepare,Sulawesi Selatan
NS000364,NIK0000364,1983-11-21,P,LAINNYA,3480000.0,11.0,Bogor,Jawa Barat
NS000365,NIK0000365,1996-08-21,P,Bengkel,636000000.0,19.0,Gresik,Jawa Timur
NS000366,NIK0000366,1992-05-21,L,Kuliner,4360000.0,8.0,Makassar,Sulawesi Selatan
NS000367,NIK0000367,1992-05-02,L,Laundry,4160000.0,15.0,Bekasi,Jawa Barat
NS000368,NIK0000368,1978-07-24,L,Jasa Jahit,1490000.0,14.0,Semarang,Jawa Tengah
NS000369,NIK0000369,1975-05-09,P,Kuliner,5280000.0,7.0,Gresik,Jawa Timur
NS000370,NIK0000370,1997-08-27,L,Laundry,3860000.0,1.0,Kudus,Jawa Tengah
NS000371,NIK0000371,1968-03-02,L,Salon,4480000.0,21.0,KEDIRI,Jawa Timur
NS000372,NIK0000372,1978-09-28,L,Tidak Diketahui,2820000.0,12.0,Pematangsiantar,Sumatera Utara
NS000373,NIK0000373,1995-06-03,L,Laundry,3310000.0,6.0,Jember,Jawa Timur
NS000374,NIK0000374,1992-07-22,L,Bengkel,4800000.0,15.0,Semarang ,Jawa Tengah
NS000375,NIK0000375,1990-12-18,P,Pedagang Pasar,6130000.0,15.0,Medan,Sumatera Utara
NS000376,NIK0000376,1973-09-06,L,Kuliner,5150000.0,6.0,Makassar,Sulawesi Selatan
NS000377,NIK0000377,1998-01-18,L,Kuliner,,5.0,Bekasi,Jawa Barat
NS000378,NIK0000378,1993-07-07,L,Kuliner,,3.0,Solo,Jawa Tengah
NS000379,NIK0000379,1967-08-10,P,Laundry,2140000.0,5.0,Bogor,Jawa Barat
NS000380,NIK0000380,1974-08-28,L,Laundry,2790000.0,10.0,Sidoarjo,Jawa Timur
NS000381,NIK0000381,1994-12-07,P,Salon,2420000.0,15.0,Parepare,Sulawesi Selatan
NS000382,NIK0000382,1986-06-25,L,Peternakan,3490000.0,10.0,Gresik,Jawa Timur
NS000383,NIK0000383,1983-09-26,L,Kerajinan,7720000.0,14.0,Parepare,Sulawesi Selatan
NS000384,NIK0000384,1993-06-16,L,Salon,4180000.0,10.0,Solo,Jawa Tengah
NS000385,NIK0000385,1997-09-26,P,Jasa Jahit,3050000.0,1.0,Kediri ,Jawa Timur
NS000386,NIK0000386,1962-08-04,P,Peternakan,5770000.0,12.0,Bogor,Jawa Barat
NS000387,NIK0000387,2000-11-17,P,Kerajinan,2920000.0,17.0,Jember,Jawa Timur
NS000388,NIK0000388,2000-05-15,P,Tidak Diketahui,6350000.0,21.0,Makassar,Sulawesi Selatan
NS000389,NIK0000389,1980-10-14,P,Laundry,4350000.0,10.0,Sidoarjo,Jawa Timur
NS000390,NIK0000390,1983-03-06,L,Toko Bangunan,7970000.0,21.0,Kediri,Jawa Timur
NS000391,NIK0000391,1965-11-26,P,Laundry,4350000.0,11.0,Pematangsiantar,Sumatera Utara
NS000392,NIK0000392,1984-04-06,P,Pertanian,4360000.0,17.0,Solo,Jawa Tengah
NS000393,NIK0000393,1964-10-01,L,Perikanan,,21.0,Denpasar,Bali
NS000394,NIK0000394,1976-02-13,P,Pedagang Pasar,8070000.0,14.0,Makassar,Sulawesi Selatan
NS000395,NIK0000395,1961-11-09,P,Pedagang Pasar,5870000.0,21.0,Parepare,Sulawesi Selatan
NS000396,NIK0000396,1974-03-01,L,Tidak Diketahui,5950000.0,20.0,Denpasar,Bali
NS000397,NIK0000397,1960-01-25,P,Warung Kelontong,1960000.0,18.0,Jember,Jawa Timur
NS000398,NIK0000398,1987-05-23,P,Pedagang Pasar,7030000.0,4.0,Surabaya,Jawa Timur
NS000399,NIK0000399,1961-12-22,P,Toko Bangunan,3670000.0,12.0,Bogor,Jawa Barat
NS000400,NIK0000400,1997-08-09,L,Warung Kelontong,1720000.0,8.0,Medan,Sumatera Utara
NS000401,NIK0000401,1967-01-06,P,Toko Bangunan,,15.0,Pematangsiantar,Sumatera Utara
NS000402,NIK0000402,1986-06-22,P,Kuliner,5340000.0,10.0,Singaraja,Bali
NS000403,NIK0000403,2002-11-16,L,Laundry,6070000.0,4.0,Pematangsiantar,Sumatera Utara
NS000404,NIK0000404,1961-11-14,L,Laundry,15560000.0,19.0,Medan,Sumatera Utara
NS000405,NIK0000405,1991-12-08,L,Pedagang Pasar,4680000.0,1.0,Bekasi,Jawa Barat
NS000406,NIK0000406,1997-07-10,P,Toko Bangunan,3640000.0,9.0,pematangsiantar,Sumatera Utara
NS000407,NIK0000407,1962-03-25,P,Jasa Jahit,424440000.0,19.0,  Solo,Jawa Tengah
NS000408,NIK0000408,1971-08-27,P,Pertanian,5310000.0,18.0,Parepare,Sulawesi Selatan
NS000409,NIK0000409,1982-11-29,P,Toko Bangunan,4680000.0,18.0,Jember,Jawa Timur
NS000410,NIK0000410,1968-08-06,P,Laundry,4490000.0,17.0,Kediri,Jawa Timur
NS000411,NIK0000411,2002-04-29,L,Laundry,613600000.0,9.0,Medan,Sumatera Utara
NS000412,NIK0000412,1990-11-11,L,Kerajinan,17070000.0,14.0,Bekasi ,Jawa Barat
NS000413,NIK0000413,1974-04-04,P,Peternakan,4380000.0,6.0,Bekasi,Jawa Barat
NS000414,NIK0000414,1978-08-02,P,Jasa Jahit,8500000.0,7.0,Solo,Jawa Tengah
NS000415,NIK0000415,1983-10-09,P,Laundry,2030000.0,20.0,Pematangsiantar,Sumatera Utara
NS000416,NIK0000416,1985-11-02,P,Pedagang Pasar,6800000.0,16.0,Sidoarjo,Jawa Timur
NS000417,NIK0000417,1994-12-27,P,Jasa Jahit,2350000.0,7.0,Surabaya,Jawa Timur
NS000418,NIK0000418,1992-01-10,P,Laundry,4290000.0,13.0,Solo,Jawa Tengah
NS000419,NIK0000419,1983-05-05,P,Perikanan,24590000.0,9.0,Jember,Jawa Timur
NS000420,NIK0000420,1971-02-15,L,Kuliner,2690000.0,14.0,Kediri,Jawa Timur
NS000421,NIK0000421,1979-05-18,P,Jasa Jahit,4480000.0,6.0,Malang,Jawa Timur
NS000422,NIK0000422,1977-06-29,L,Salon,2170000.0,20.0,Medan,Sumatera Utara
NS000423,NIK0000423,2002-03-04,P,Perikanan,4220000.0,10.0,Parepare,Sulawesi Selatan
NS000424,NIK0000424,1995-10-24,P,Toko Bangunan,,18.0,Pematangsiantar,Sumatera Utara
NS000425,NIK0000425,1972-07-28,L,Bengkel,14170000.0,19.0,Denpasar,Bali
NS000426,NIK0000426,1993-01-09,L,Pedagang Pasar,3840000.0,14.0,Parepare,Sulawesi Selatan
NS000427,NIK0000427,1972-08-23,P,Pertanian,4560000.0,7.0,Bogor,Jawa Barat
NS000428,NIK0000428,1963-02-20,L,Bengkel,5769250.0,13.0,Pematangsiantar,Sumatera Utara
NS000429,NIK0000429,2002-12-21,P,Pertanian,1920000.0,7.0,Surabaya,Jawa Timur
NS000430,NIK0000430,1971-11-08,P,Pertanian,10090000.0,21.0,Malang,Jawa Timur
NS000431,NIK0000431,1983-12-28,L,Kerajinan,1860000.0,13.0,Kudus,Jawa Tengah
NS000432,NIK0000432,1970-08-02,P,Tidak Diketahui,3440000.0,8.0,Jember,Jawa Timur
NS000433,NIK0000433,2002-09-28,L,Bengkel,,15.0,Bandung,Jawa Barat
NS000434,NIK0000434,1979-11-03,P,Laundry,3200000.0,19.0,Sidoarjo,Jawa Timur
NS000435,NIK0000435,1977-01-12,L,Kerajinan,2080000.0,19.0,Malang,Jawa Timur
NS000436,NIK0000436,1978-06-24,P,Kerajinan,7825500.0,3.0,Bogor,Jawa Barat
NS000437,NIK0000437,1989-08-15,P,Toko Bangunan,3620000.0,21.0,Semarang,Jawa Tengah
NS000438,NIK0000438,1976-02-07,L,Laundry,,12.0,Kediri,Jawa Timur
NS000439,NIK0000439,1981-06-10,P,Salon,2370000.0,2.0,Singaraja,Bali
NS000440,NIK0000440,1978-06-13,L,Kerajinan,,1.0,Bekasi,Jawa Barat
NS000441,NIK0000441,1976-01-09,L,Jasa Jahit,2440000.0,10.0,Medan,Sumatera Utara
NS000442,NIK0000442,1983-04-28,L,Bengkel,3110000.0,9.0,Bogor,Jawa Barat
NS000443,NIK0000443,1961-07-29,P,Laundry,3520000.0,8.0,Bandung,Jawa Barat
NS000444,NIK0000444,1996-06-28,P,Laundry,5990000.0,16.0,Pematangsiantar,Sumatera Utara
NS000445,NIK0000445,1993-04-04,L,Kerajinan,6690000.0,6.0,Cirebon,Jawa Barat
NS000446,NIK0000446,1964-07-12,P,Salon,1890000.0,16.0,Medan,Sumatera Utara
NS000447,NIK0000447,1983-11-11,L,Laundry,2480000.0,15.0,Jember,Jawa Timur
NS000448,NIK0000448,1964-12-25,P,Perikanan,3460000.0,18.0,Kediri,Jawa Timur
NS000449,NIK0000449,1990-02-01,L,Jasa Jahit,6090000.0,16.0,Bekasi,Jawa Barat
NS000450,NIK0000450,1969-09-15,P,Salon,2510000.0,8.0,Bandung,Jawa Barat
NS000451,NIK0000451,1969-12-25,L,Bengkel,1930000.0,2.0,Medan,Sumatera Utara
NS000452,NIK0000452,1965-07-30,L,Peternakan,6160000.0,5.0,Bekasi,Jawa Barat
NS000453,NIK0000453,1977-02-04,L,Laundry,3380000.0,13.0,Kudus,Jawa Tengah
NS000454,NIK0000454,1971-12-20,P,Kuliner,5000000.0,21.0,Jember,Jawa Timur
NS000455,NIK0000455,1970-10-12,P,Peternakan,2910000.0,13.0,Malang,Jawa Timur
NS000456,NIK0000456,1960-12-26,P,Salon,1330000.0,21.0,Parepare,Sulawesi Selatan
NS000457,NIK0000457,1960-01-03,P,Salon,3560000.0,6.0,Bogor,Jawa Barat
NS000458,NIK0000458,1980-07-23,P,Toko Bangunan,10740000.0,18.0,Medan,Sumatera Utara
NS000459,NIK0000459,1992-09-26,P,Kerajinan,1810000.0,17.0,BOGOR,Jawa Barat
NS000460,NIK0000460,1966-08-28,P,Toko Bangunan,2270000.0,20.0,Bandung,Jawa Barat
NS000461,NIK0000461,2001-06-06,P,Kerajinan,7720000.0,1.0,Gresik,Jawa Timur
NS000462,NIK0000462,1961-10-28,P,Peternakan,4660000.0,9.0,Solo,Jawa Tengah
NS000463,NIK0000463,2000-05-02,L,Pedagang Pasar,5350000.0,10.0,Gresik,Jawa Timur
NS000464,NIK0000464,1989-11-30,P,Pertanian,9200000.0,13.0,Magelang,Jawa Tengah
NS000465,NIK0000465,1971-08-04,P,Laundry,,1.0,Bandung,Jawa Barat
NS000466,NIK0000466,1971-01-08,P,Kuliner,,19.0,Makassar,Sulawesi Selatan
NS000467,NIK0000467,1965-07-30,P,LAINNYA,,4.0,Bekasi,Jawa Barat
NS000468,NIK0000468,1976-01-05,P,Salon,6490000.0,13.0,Gresik,Jawa Timur
NS000469,NIK0000469,2001-08-16,L,Kerajinan,3820000.0,1.0,Kudus,Jawa Tengah
NS000470,NIK0000470,1989-06-05,L,Salon,3870000.0,3.0,Jember,Jawa Timur
NS000471,NIK0000471,2000-08-19,P,Kuliner,2800000.0,17.0,Parepare,Sulawesi Selatan
NS000472,NIK0000472,1985-07-16,P,Warung Kelontong,1980000.0,9.0,Smg,Jawa Tengah
NS000473,NIK0000473,1964-11-17,L,Kerajinan,5490000.0,2.0,MALANG,Jawa Timur
NS000474,NIK0000474,1982-10-10,L,Tidak Diketahui,2790000.0,7.0,Bekasi,Jawa Barat
NS000475,NIK0000475,1993-01-12,P,Kerajinan,7120000.0,11.0,Denpasar,Bali
NS000476,NIK0000476,1996-01-06,P,Kuliner,9460000.0,19.0,Makassar,Sulawesi Selatan
NS000477,NIK0000477,1981-03-19,P,Bengkel,4080000.0,18.0,  Pematangsiantar,Sumatera Utara
NS000478,NIK0000478,1993-12-22,L,Bengkel,1990000.0,21.0,  Malang,Jawa Timur
NS000479,NIK0000479,1967-12-27,L,Perikanan,4810000.0,9.0,Bandung,Jawa Barat
NS000480,NIK0000480,1996-01-01,L,Kerajinan,4620000.0,17.0,Kudus,Jawa Tengah
NS000481,NIK0000481,1971-10-11,P,Bengkel,2840000.0,17.0,Makassar,Sulawesi Selatan
NS000482,NIK0000482,1984-12-31,L,Bengkel,3372250.0,6.0,Parepare,Sulawesi Selatan
NS000483,NIK0000483,1992-08-05,P,Toko Bangunan,16040000.0,20.0,Bekasi,Jawa Barat
NS000484,NIK0000484,1990-07-08,L,Salon,2910000.0,4.0,Gresik,Jawa Timur
NS000485,NIK0000485,1989-05-14,L,Laundry,4270000.0,11.0,  Singaraja,Bali
NS000486,NIK0000486,1978-05-25,L,Salon,4510000.0,1.0,Cirebon,Jawa Barat
NS000487,NIK0000487,1963-02-01,L,Laundry,2060000.0,3.0,Solo,Jawa Tengah
NS000488,NIK0000488,1965-03-17,P,Jasa Jahit,3320000.0,11.0,Bekasi,Jawa Barat
NS000489,NIK0000489,1996-12-02,P,Jasa Jahit,5460000.0,7.0,Medan,Sumatera Utara
NS000490,NIK0000490,1962-05-04,L,Warung Kelontong,2030000.0,13.0,cirebon,Jawa Barat
NS000491,NIK0000491,1987-12-12,P,Peternakan,3680000.0,10.0,Gresik,Jawa Timur
NS000492,NIK0000492,1994-08-02,P,Pedagang Pasar,7270000.0,9.0,Solo,Jawa Tengah
NS000493,NIK0000493,1966-07-11,L,Kuliner,2330000.0,10.0,Bogor,Jawa Barat
NS000494,NIK0000494,1987-09-09,L,Warung Kelontong,3370000.0,14.0,Makassar,Sulawesi Selatan
NS000495,NIK0000495,1971-01-11,L,Laundry,3630000.0,17.0,Bogor,Jawa Barat
NS000496,NIK0000496,1992-03-14,P,Pedagang Pasar,680000.0,8.0,Makassar ,Sulawesi Selatan
NS000497,NIK0000497,1969-12-24,P,Toko Bangunan,5722250.0,16.0,Kudus,Jawa Tengah
NS000498,NIK0000498,2003-02-16,P,Warung Kelontong,,16.0,MALANG,Jawa Timur
NS000499,NIK0000499,1969-07-28,P,Kuliner,11910000.0,15.0,Semarang,Jawa Tengah
NS000500,NIK0000500,1990-11-23,L,Tidak Diketahui,6370000.0,14.0,Solo,Jawa Tengah
NS000501,NIK0000501,1966-09-09,L,Salon,3590000.0,12.0,jember,Jawa Timur
NS000502,NIK0000502,1960-09-30,P,Laundry,9040000.0,14.0,Bekasi,Jawa Barat
NS000503,NIK0000503,1988-01-02,P,Pertanian,3250000.0,13.0,Surabaya,Jawa Timur
NS000504,NIK0000504,1970-04-24,L,Peternakan,5600000.0,21.0,Solo,Jawa Tengah
NS000505,NIK0000505,1999-01-20,L,Pertanian,1990000.0,12.0,Surabaya,Jawa Timur
NS000506,NIK0000506,1965-04-25,P,Laundry,8350000.0,21.0,Bandung,Jawa Barat
NS000507,NIK0000507,1993-09-29,L,Pedagang Pasar,4260000.0,14.0,Semarang,Jawa Tengah
NS000508,NIK0000508,1995-02-06,P,Pertanian,2340000.0,11.0,Sidoarjo,Jawa Timur
NS000509,NIK0000509,1989-04-01,L,Perikanan,,13.0,Bandung,Jawa Barat
NS000510,NIK0000510,1986-04-26,P,Jasa Jahit,4170000.0,7.0,Sidoarjo,Jawa Timur
NS000511,NIK0000511,1992-08-16,L,Perikanan,3920000.0,10.0,Bogor,Jawa Barat
NS000512,NIK0000512,1978-08-08,P,Peternakan,5970000.0,6.0,Bekasi,Jawa Barat
NS000513,NIK0000513,1998-04-22,P,Salon,2590000.0,19.0,Magelang,Jawa Tengah
NS000514,NIK0000514,1973-02-25,L,Kerajinan,9660000.0,7.0,Bogor,Jawa Barat
NS000515,NIK0000515,1966-12-10,P,Pedagang Pasar,2800000.0,4.0,Singaraja,Bali
NS000516,NIK0000516,1962-05-04,L,Laundry,9250000.0,20.0,Bandung,Jawa Barat
NS000517,NIK0000517,1981-03-16,P,Jasa Jahit,2910000.0,18.0,Kediri,Jawa Timur
NS000518,NIK0000518,2001-10-04,P,Toko Bangunan,1420000.0,2.0,  Denpasar,Bali
NS000519,NIK0000519,1984-08-06,P,Salon,1300000.0,20.0,Magelang,Jawa Tengah
NS000520,NIK0000520,1974-02-17,P,Laundry,3380000.0,3.0,Denpasar,Bali
NS000521,NIK0000521,1990-11-13,P,Warung Kelontong,5630000.0,10.0,Bogor,Jawa Barat
NS000522,NIK0000522,1981-12-22,L,Kuliner,4640000.0,7.0,Jember,Jawa Timur
NS000523,NIK0000523,2000-06-12,P,Laundry,3470000.0,1.0,Kediri,Jawa Timur
NS000524,NIK0000524,1975-01-02,L,Bengkel,,14.0,SOLO,Jawa Tengah
NS000525,NIK0000525,1982-01-04,P,Salon,2930000.0,7.0,Medan,Sumatera Utara
NS000526,NIK0000526,1967-01-24,P,Salon,10520000.0,12.0,BEKASI,Jawa Barat
NS000527,NIK0000527,1990-07-17,P,Toko Bangunan,3090000.0,9.0,Gresik,Jawa Timur
NS000528,NIK0000528,1968-04-22,P,Peternakan,2510000.0,3.0,Pematangsiantar,Sumatera Utara
NS000529,NIK0000529,1970-05-15,L,Peternakan,2880000.0,3.0,Malang,Jawa Timur
NS000530,NIK0000530,1973-11-19,L,Jasa Jahit,6180000.0,13.0,Medan,Sumatera Utara
NS000531,NIK0000531,2002-11-09,L,Perikanan,1656750.0,15.0,Cirebon,Jawa Barat
NS000532,NIK0000532,1984-03-11,P,LAINNYA,,3.0,kediri,Jawa Timur
NS000533,NIK0000533,1994-06-25,L,Bengkel,13820000.0,13.0,Medan,Sumatera Utara
NS000534,NIK0000534,1980-05-16,P,Pedagang Pasar,4653000.0,20.0,Bandung,Jawa Barat
NS000535,NIK0000535,1979-01-21,L,Pedagang Pasar,4400000.0,13.0,Pematangsiantar,Sumatera Utara
NS000536,NIK0000536,1993-03-07,P,Warung Kelontong,4960000.0,11.0,Magelang,Jawa Tengah
NS000537,NIK0000537,1978-02-14,P,Pertanian,4080000.0,17.0,Bogor,Jawa Barat
NS000538,NIK0000538,1971-12-25,L,Jasa Jahit,1900000.0,3.0,Jember,Jawa Timur
NS000539,NIK0000539,1961-03-07,P,Pedagang Pasar,1760000.0,7.0,Bogor,Jawa Barat
NS000540,NIK0000540,1993-09-24,L,Pertanian,6210000.0,16.0,Semarang,Jawa Tengah
NS000541,NIK0000541,1983-05-02,P,Kerajinan,5680000.0,3.0,Kudus,Jawa Tengah
